Title,Status,Rating,Date
The Sandlot,rated,3.0,
The Score,rated,3.0,
The Sentinel,rated,3.0,
The Seventh Seal,rated,3.0,
The Shaggy Dog,rated,3.0,
The Shape of Water,rated,3.0,
The Siege,rated,3.0,
The Simpsons Movie,rated,3.0,
The Social Network,rated,3.0,
The Soloist,rated,3.0,
The Sorcerer's Apprentice,rated,3.0,
The Specialist,rated,3.0,
The Station Agent,rated,3.0,
The Stepford Wives,rated,3.0,
The Ten Commandments,rated,3.0,
The Terminal,rated,3.0,
The Thing,rated,3.0,
The Three Musketeers,rated,3.0,
The To Do List,rated,3.0,
The Transporter,rated,3.0,
The Ugly Truth,rated,3.0,
The Untouchables,rated,3.0,
The Visit,rated,3.0,
The War Room,rated,3.0,
The Warriors,rated,3.0,
The Waterboy,rated,3.0,
The Wedding Guest,rated,3.0,
The Wedding Singer,rated,3.0,
The Whole Nine Yards,rated,3.0,
The Wizard of Oz,rated,3.0,
There's Something About Mary,rated,3.0,
They Live,rated,3.0,
Thirteen Days,rated,3.0,
This Means War,rated,3.0,
Thor: Love and Thunder,rated,3.0,
Thor: The Dark World,rated,3.0,
Tig,rated,3.0,
Timecop,rated,3.0,
Tin Cup,rated,3.0,
Titanic,rated,3.0,
Tomb Raider: The Cradle of Life,rated,3.0,
Tommy Boy,rated,3.0,
Tootsie,rated,3.0,
Top Secret!,rated,3.0,
Total Recall,rated,3.0,
Toy Story 2,rated,3.0,
Toy Story 3,rated,3.0,
Training Day,rated,3.0,
Trainspotting,rated,3.0,
Transformers,rated,3.0,
Transporter 2,rated,3.0,
Tron: Legacy,rated,3.0,
Troop Beverly Hills,rated,3.0,
Tropic Thunder,rated,3.0,
True Grit,rated,3.0,
True Grit,rated,3.0,
Tucker: The Man and His Dream,rated,3.0,
Turner and Hooch,rated,3.0,
Twister,rated,3.0,
Two Weeks Notice,rated,3.0,
U-571,rated,3.0,
Unaccompanied Minors,rated,3.0,
Unbreakable,rated,3.0,
Uncle Drew,rated,3.0,
Undead,rated,3.0,
Unfinished Business,rated,3.0,
Unforgiven,rated,3.0,
Unicorn Store,rated,3.0,
Universal Soldier,rated,3.0,
V for Vendetta,rated,3.0,
Van Helsing,rated,3.0,
Vanilla Sky,rated,3.0,
Venom,rated,3.0,
Very Bad Things,rated,3.0,
Victory,rated,3.0,
Volcano,rated,3.0,
Wag the Dog,rated,3.0,
Wall Street,rated,3.0,
Wanted,rated,3.0,
War Dogs,rated,3.0,
WarGames,rated,3.0,
Warm Bodies,rated,3.0,
Wayne's World 2,rated,3.0,
We Bought a Zoo,rated,3.0,
We Were Soldiers,rated,3.0,
Wedding Crashers,rated,3.0,
Weekend at Bernie's,rated,3.0,
West Side Story,rated,3.0,
Wet Hot American Summer: First Day of Camp,rated,3.0,
What We Do in the Shadows,rated,3.0,
Where Eagles Dare,rated,3.0,
Where the Buffalo Roam,rated,3.0,
While You Were Sleeping,rated,3.0,
White Men Can't Jump,rated,3.0,
Who Framed Roger Rabbit,rated,3.0,
Who is Cletis Tout?,rated,3.0,
Wild Things,rated,3.0,
Wild Wild West,rated,3.0,
Willard,rated,3.0,
Willy Wonka & the Chocolate Factory,rated,3.0,
Wings,rated,3.0,
Without a Paddle,rated,3.0,
Witness,rated,3.0,
Workaholics,rated,3.0,
X-Men,rated,3.0,
X-Men 3: The Last Stand,rated,3.0,
X-Men Origins: Wolverine,rated,3.0,
X2: X-Men United,rated,3.0,
xXx,rated,3.0,
xXx: State of the Union,rated,3.0,
Yes Man,rated,3.0,
You've Got Mail,rated,3.0,
Young Guns,rated,3.0,
Zombie Wars,rated,3.0,
Zombieland,rated,3.0,
Zoolander,rated,3.0,
2001: A Space Odyssey,rated,2.0,
28 Days Later,rated,2.0,
50 First Dates,rated,2.0,
9,rated,2.0,
A Christmas Story,rated,2.0,
A History of Violence,rated,2.0,
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,rated,2.0,
Airplane II: The Sequel,rated,2.0,
Alien vs. Predator,rated,2.0,
Alien vs. Predator: Requiem,rated,2.0,
All the Right Moves,rated,2.0,
Almost Heroes,rated,2.0,
American Assassin,rated,2.0,
Antichrist,rated,2.0,
Beer for My Horses,rated,2.0,
Beer League,rated,2.0,
Beginners,rated,2.0,
Better Luck Tomorrow,rated,2.0,
Black Swan,rated,2.0,
Black Widow,rated,2.0,
Blackballed: The Bobby Dukes Story,rated,2.0,
BloodRayne,rated,2.0,
Blue Collar Comedy Tour: The Movie,rated,2.0,
Breakdown,rated,2.0,
Bronson,rated,2.0,
Brooklyn's Finest,rated,2.0,
Buddy Games,rated,2.0,
Camp,rated,2.0,
Candyman,rated,2.0,
Clash of the Titans,rated,2.0,
Contact,rated,2.0,
Criminal,rated,2.0,
Crimson Peak,rated,2.0,
Darkman,rated,2.0,
Dave Chappelle's Block Party,rated,2.0,
Daylight,rated,2.0,
Disturbia,rated,2.0,
Dog,rated,2.0,
Don Peyote,rated,2.0,
Doom,rated,2.0,
Double Dragon,rated,2.0,
Double Team,rated,2.0,
Dreamcatcher,rated,2.0,
Easy Rider,rated,2.0,
Electric Boogaloo: The Wild Untold Story of Cannon Films,rated,2.0,
Elektra,rated,2.0,
Equilibrium,rated,2.0,
Final Fantasy VII: Advent Children,rated,2.0,
First Kid,rated,2.0,
Fried Green Tomatoes,rated,2.0,
Fun with Dick & Jane,rated,2.0,
G.I. Joe: The Rise of Cobra,rated,2.0,
Gentlemen Broncos,rated,2.0,
Get Carter,rated,2.0,
Godzilla,rated,2.0,
Godzilla,rated,2.0,
Gone Girl,rated,2.0,
Good Luck Chuck,rated,2.0,
Good Time,rated,2.0,
Grown Ups,rated,2.0,
Hair,rated,2.0,
Halloween: Resurrection,rated,2.0,
Harold & Kumar Escape from Guantanamo Bay,rated,2.0,
Harry Brown,rated,2.0,
He's Just Not That Into You,rated,2.0,
Hell Comes to Frogtown,rated,2.0,
I Now Pronounce You Chuck and Larry,rated,2.0,
I'll Sleep When I'm Dead,rated,2.0,
In the Army Now,rated,2.0,
Indiana Jones and the Kingdom of the Crystal Skull,rated,2.0,
Indiana Jones and the Temple of Doom,rated,2.0,
Iron Mask,rated,2.0,
Jackie,rated,2.0,
JFK: Special Edition,rated,2.0,
Jim Breuer: Heavy Metal Comedy,rated,2.0,
John Tucker Must Die,rated,2.0,
Johnny Mnemonic,rated,2.0,
Jungle Cruise,rated,2.0,
Jurassic World: Fallen Kingdom,rated,2.0,
Just Go with It,rated,2.0,
Killing Them Softly,rated,2.0,
Kramer vs. Kramer,rated,2.0,
Last Action Hero,rated,2.0,
Lesbian Vampire Killers,rated,2.0,
License to Wed,rated,2.0,
Looney Tunes: Back in Action,rated,2.0,
Lost in La Mancha,rated,2.0,
Lost in Space,rated,2.0,
Love and Other Drugs,rated,2.0,
M,rated,2.0,
MacGruber,rated,2.0,
Mandy,rated,2.0,
Mannequin,rated,2.0,
Me Myself & Irene,rated,2.0,
Mega Shark Versus Giant Octopus,rated,2.0,
Million Dollar Baby,rated,2.0,
Minority Report,rated,2.0,
Mission: Impossible II,rated,2.0,
Mr. Brooks,rated,2.0,
Nacho Libre,rated,2.0,
Napoleon Dynamite,rated,2.0,
New in Town,rated,2.0,
Next,rated,2.0,
Nosferatu: Original Version,rated,2.0,
Old Dogs,rated,2.0,
Olympus Has Fallen,rated,2.0,
Once Upon a Time in Hollywood,rated,2.0,
Once Upon a Time in Mexico,rated,2.0,
One for the Money,rated,2.0,
Patch Adams,rated,2.0,
Paul Blart: Mall Cop,rated,2.0,
Pauly Shore is Dead,rated,2.0,
Pearl Harbor,rated,2.0,
Pirates of the Caribbean: At World's End,rated,2.0,
Pirates of the Caribbean: Dead Man's Chest,rated,2.0,
Pitch Perfect 3,rated,2.0,
Planet of the Apes,rated,2.0,
Played,rated,2.0,
Pocahontas,rated,2.0,
Point Blank,rated,2.0,
Poolboy: Drowning Out the Fury,rated,2.0,
Pretty Woman,rated,2.0,
Punisher: War Zone,rated,2.0,
R.I.P.D.,rated,2.0,
Rage,rated,2.0,
Raging Bull,rated,2.0,
Rango,rated,2.0,
Ransom,rated,2.0,
Rat Race,rated,2.0,
Real Genius,rated,2.0,
Revolver,rated,2.0,
Right at Your Door,rated,2.0,
Risky Business,rated,2.0,
Roast of Bob Saget: Uncensored Extended,rated,2.0,
Rock the Kasbah,rated,2.0,
Rubber,rated,2.0,
Rules of Engagement,rated,2.0,
Safe,rated,2.0,
Selena,rated,2.0,
Semi-Pro,rated,2.0,
Seven Psychopaths,rated,2.0,
Seven Years in Tibet,rated,2.0,
Sin City: A Dame to Kill For,rated,2.0,
Smiley Face,rated,2.0,
Southland Tales,rated,2.0,
Space Jam: A New Legacy,rated,2.0,
Space Station 76,rated,2.0,
Spaceballs: The Animated Series,rated,2.0,
Spawn: The Movie,rated,2.0,
Spider-Man 3,rated,2.0,
St. Elmo's Fire,rated,2.0,
St. Vincent,rated,2.0,
Star Wars: Episode II: Attack of the Clones,rated,2.0,
Stop! Or My Mom Will Shoot,rated,2.0,
Strange Brew,rated,2.0,
Sucker Punch,rated,2.0,
Summer of Sam,rated,2.0,
Superman Returns,rated,2.0,
Survivor,rated,2.0,
Syriana,rated,2.0,
Take Me Home Tonight,rated,2.0,
Taxi Driver,rated,2.0,
Teenage Mutant Ninja Turtles,rated,2.0,
Tenet,rated,2.0,
That Thing You Do!,rated,2.0,
The Animal,rated,2.0,
The Art of Racing in the Rain,rated,2.0,
The Aviator,rated,2.0,
The Burnt Orange Heresy,rated,2.0,
The Cabinet of Dr. Caligari,rated,2.0,
The Da Vinci Code,rated,2.0,
The Dark Tower,rated,2.0,
The Dead Don't Die,rated,2.0,
The Fast and the Furious: Tokyo Drift,rated,2.0,
The Fly,rated,2.0,
The Gods Must Be Crazy,rated,2.0,
The Godson,rated,2.0,
The Golden Compass,rated,2.0,
The Good German,rated,2.0,
The Great Gatsby,rated,2.0,
The Haunting in Connecticut,rated,2.0,
The Ice Pirates,rated,2.0,
The Karate Kid,rated,2.0,
The Kill Point,rated,2.0,
The Ladykillers,rated,2.0,
The Last Detail,rated,2.0,
The Last Samurai,rated,2.0,
The Longest Yard,rated,2.0,
The Lost City of Z,rated,2.0,
The Magnificent Seven,rated,2.0,
The Man,rated,2.0,
The Mist,rated,2.0,
The Monster Squad,rated,2.0,
The Name of the Rose,rated,2.0,
The Nanny,rated,2.0,
The Paperboy,rated,2.0,
The Phantom,rated,2.0,
The Polar Express,rated,2.0,
The Postman,rated,2.0,
The Prince of Egypt,rated,2.0,
The Queen of Versailles,rated,2.0,
The Rules of Attraction,rated,2.0,
The Santa Clause 2,rated,2.0,
The Sum of All Fears,rated,2.0,
The Super Mario Bros. Super Show!,rated,2.0,
The Talented Mr. Ripley,rated,2.0,
The Truman Show,rated,2.0,
Tomb Raider,rated,2.0,
Tommy,rated,2.0,
Toys,rated,2.0,
Transformers: The Movie,rated,2.0,
U.S. Marshals,rated,2.0,
Vehicle 19,rated,2.0,
Walking Tall,rated,2.0,
Waterworld,rated,2.0,
What Dreams May Come,rated,2.0,
What's Love Got to Do with It,rated,2.0,
White Zombie,rated,2.0,
Wing Commander,rated,2.0,
Womb Raider,rated,2.0,
3 Geezers!,rated,1.0,
Batman & Robin,rated,1.0,
CHiPs,rated,1.0,
Dirty Pretty Things,rated,1.0,
Dolittle,rated,1.0,
Drive,rated,1.0,
Due Date,rated,1.0,
Evilspeak,rated,1.0,
Fargo,rated,1.0,
For Richer or Poorer,rated,1.0,
Happy Feet,rated,1.0,
Hard Candy,rated,1.0,
Horrible Bosses,rated,1.0,
Kung Pow: Enter the Fist,rated,1.0,
Liquid Bridge,rated,1.0,
Melancholia,rated,1.0,
Mulva 2: Kill Teen Ape!,rated,1.0,
Mulva: Zombie Ass Kicker! / Filthy McNasty,rated,1.0,
Nymphoid Barbarian in Dinosaur Hell,rated,1.0,
Pain & Gain,rated,1.0,
Pirates,rated,1.0,
Redneck Zombies,rated,1.0,
Starship Troopers 2: Hero of the Federation,rated,1.0,
Starship Troopers 3: Marauder,rated,1.0,
Stiletto,rated,1.0,
Sucker Punch,rated,1.0,
Superbad,rated,1.0,
Teenage Catgirls in Heat,rated,1.0,
The Chaos Experiment,rated,1.0,
The Hunchback of Notre Dame,rated,1.0,
The Natural History of the Chicken,rated,1.0,
The Vicious Kind,rated,1.0,
The Wolf of Wall Street,rated,1.0,
The Woman,rated,1.0,
There Will Be Blood,rated,1.0,
War of the Worlds,rated,1.0,
Whipped,rated,1.0,
Zodiac,rated,1.0,
Zombies Gone Wild,rated,1.0,
Fantastic Four,rated,-1.0,
Fantastic Four: Rise of the Silver Surfer,rated,-1.0,
Funny Games (US),rated,-1.0,
Grandma's Boy,rated,-1.0,
Jonas Brothers: The Concert Experience,rated,-1.0,
Katt Williams: American Hustle (The Movie),rated,-1.0,
The Interview,rated,-1.0,
Valkyrie,rated,-1.0,
